Aquilegia coerulea_fimo_0.0001_1000.csv
Myb/SANT	pvalues	17
Myb/SANT	FoldEn	3
Myb/SANT	FDR	17
Arabidopsis lyrata_fimo_0.0001_1000.csv
Myb/SANT	pvalues	20
Myb/SANT	FoldEn	12
Myb/SANT	FDR	20
Capsicum annuum_fimo_0.0001_1000.csv
Myb/SANT	pvalues	19
Myb/SANT	FDR	19
Chlamydomonas reinhardtii_fimo_0.0001_1000.csv
Helianthus annuus_fimo_0.0001_1000.csv
Myb/SANT	pvalues	7
Myb/SANT	FoldEn	2
Hordeum vulgare r1_fimo_0.0001_1000.csv
Myb/SANT	pvalues	2
Myb/SANT	FoldEn	1
Marchantia polymorpha_fimo_0.0001_1000.csv
Myb/SANT	pvalues	3
Myb/SANT	FoldEn	2
Medicago truncatula_fimo_0.0001_1000.csv
Myb/SANT	pvalues	20
Myb/SANT	FoldEn	12
Myb/SANT	FDR	20
Olea europaea_fimo_0.0001_1000.csv
Myb/SANT	pvalues	8
Myb/SANT	FoldEn	6
Myb/SANT	FDR	8
Oryza sativa indica_fimo_0.0001_1000.csv
Myb/SANT	pvalues	9
Myb/SANT	FoldEn	6
Myb/SANT	FDR	6
Oryza sativa japonica_fimo_0.0001_1000.csv
Myb/SANT	pvalues	14
Myb/SANT	FoldEn	4
Myb/SANT	FDR	14
Phaseolus vulgaris_fimo_0.0001_1000.csv
Myb/SANT	pvalues	20
Myb/SANT	FoldEn	3
Myb/SANT	FDR	20
Physcomitrella patens_fimo_0.0001_1000.csv
Myb/SANT	pvalues	12
Myb/SANT	FoldEn	4
Populus trichocarpa_fimo_0.0001_1000.csv
Myb/SANT	pvalues	16
Myb/SANT	FoldEn	6
Myb/SANT	FDR	8
Prunus dulcis Texas_fimo_0.0001_1000.csv
Myb/SANT	pvalues	18
Myb/SANT	FoldEn	2
Myb/SANT	FDR	9
Solanum lycopersicum_fimo_0.0001_1000.csv
Myb/SANT	pvalues	17
Myb/SANT	FoldEn	11
Myb/SANT	FDR	17
Solanum tuberosum_fimo_0.0001_1000.csv
Myb/SANT	pvalues	12
Myb/SANT	FoldEn	2
Myb/SANT	FDR	11
Sorghum bicolor_fimo_0.0001_1000.csv
Myb/SANT	pvalues	13
Myb/SANT	FoldEn	10
Vitis vinifera_fimo_0.0001_1000.csv
Myb/SANT	pvalues	17
Myb/SANT	FoldEn	4
Myb/SANT	FDR	17
Volvox carteri_fimo_0.0001_1000.csv
Zea mays B73_fimo_0.0001_1000.csv
Myb/SANT	pvalues	11
Myb/SANT	FoldEn	5
Myb/SANT	FDR	11
